"Indikator","Ausprägung","Jahr","Raumbezug","Indikatorwert","Basiswert.1","Basiswert.2","Basiswert.3","Basiswert.4","Basiswert.5","Name.Basiswert.1","Name.Basiswert.2","Name.Basiswert.3","Name.Basiswert.4","Name.Basiswert.5"
"Mobilitätsziffer","deutsch",2001,"04 Schwabing - West",233,2284,2622,1935,3091,42619.7,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2001,"05 Au - Haidhausen",257.5,2214,2794,1966,3035,38870.1,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2001,"06 Sendling",263.5,1418,2058,1295,2027,25800.6,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2001,"07 Sendling - Westpark",195.1,1522,2122,1567,2143,37697.9,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2001,"08 Schwanthalerhöhe",288.2,846,1296,772,1349,14793.5,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2001,"09 Neuhausen - Nymphenburg",226.7,3067,4126,2936,4405,64122.1,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2001,"10 Moosach",192,1444,1990,1426,1856,34972.9,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2001,"11 Milbertshofen - Am Hart",230.4,2014,2654,1843,2797,40407.5,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2001,"12 Schwabing - Freimann",233.5,2539,2973,2005,3103,45485.5,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2001,"13 Bogenhausen",199.3,2709,3346,2478,3335,59543.3,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2001,"14 Berg am Laim",217.5,1269,1780,1328,1715,28004.1,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2001,"15 Trudering - Riem",208,1850,2718,1688,1648,38003,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2001,"16 Ramersdorf - Perlach",188.1,2845,3894,3256,4037,74610.5,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2001,"17 Obergiesing - Fasangarten",257.6,1808,2349,1715,2394,32084.4,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2001,"18 Untergiesing - Harlaching",251,2155,2685,2095,2485,37527.6,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2001,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",199.5,2763,3655,2895,3358,63503.8,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2001,"20 Hadern",172.1,1176,1751,1225,1737,34208.8,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2001,"21 Pasing - Obermenzing",193.8,2273,2800,2072,2597,50280.8,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2001,"22 Aubing - Lochhausen - Langwied",154.5,954,1471,1080,1282,30987.9,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2001,"23 Allach - Untermenzing",164.3,716,1148,781,982,22076.3,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2001,"24 Feldmoching - Hasenbergl",163,1301,1935,1403,1805,39541.8,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2001,"25 Laim",202.2,1658,2268,1625,2326,38951.7,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2000,"Stadt München",227,47185,64875,40995,64875,960111.4,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2000,"01 Altstadt - Lehel",307,1098,1165,761,1297,14073.4,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2000,"02 Ludwigsvorstadt - Isarvorstadt",363.1,2734,2890,1941,3256,29805.5,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2000,"03 Maxvorstadt",299,2265,2414,1644,2987,31137,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2000,"04 Schwabing - West",247.9,2371,2968,1818,3379,42507.3,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2000,"05 Au - Haidhausen",269.6,2298,2981,1883,3265,38672.4,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2000,"06 Sendling",243.3,1262,1887,1101,1923,25368.9,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2000,"07 Sendling - Westpark",204.9,1486,2324,1444,2441,37547.3,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2000,"08 Schwanthalerhöhe",282.1,904,1193,725,1311,14651.5,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2000,"09 Neuhausen - Nymphenburg",225.9,3079,4255,2458,4612,63769.3,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2000,"10 Moosach",194.5,1272,2197,1238,1997,34475.7,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2000,"11 Milbertshofen - Am Hart",256.8,2273,2980,1841,3099,39697.8,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2000,"12 Schwabing - Freimann",259.3,2427,3317,2110,3764,44804.9,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2000,"13 Bogenhausen",197.5,2664,3317,2430,3263,59123.6,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2000,"14 Berg am Laim",236,1252,2129,1191,1946,27623.4,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2000,"15 Trudering - Riem",220.3,1810,2870,1551,1798,36447.4,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2000,"16 Ramersdorf - Perlach",193.3,2924,4105,3111,4209,74214.1,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2000,"17 Obergiesing - Fasangarten",250.2,1734,2292,1637,2311,31865,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2000,"18 Untergiesing - Harlaching",252.8,2179,2679,1853,2718,37297.4,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2000,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",202.4,2860,3966,2428,3442,62713.2,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2000,"20 Hadern",185.9,1212,1970,1226,1920,34045.3,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2000,"21 Pasing - Obermenzing",204.5,2256,3104,2065,2750,49751.7,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2000,"22 Aubing - Lochhausen - Langwied",156.3,969,1523,1006,1309,30745.9,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2000,"23 Allach - Untermenzing",167.7,761,1160,760,997,21937.3,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2000,"24 Feldmoching - Hasenbergl",195.9,1358,2735,1226,2308,38928.8,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2000,"25 Laim",213.6,1737,2454,1547,2573,38907.5,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","insgesamt",2009,"Stadt München",316,100072,114836,99902,114836,1359550.9,"außerstädtisch Zugezogene (insgesamt)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","außerstädtisch Weggezogene (insgesamt)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2009,"01 Altstadt - Lehel",403.4,1963,1675,2021,2028,19053.4,"außerstädtisch Zugezogene (insgesamt)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","außerstädtisch Weggezogene (insgesamt)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2009,"02 Ludwigsvorstadt - Isarvorstadt",497.3,5898,5202,5847,6282,46713.2,"außerstädtisch Zugezogene (insgesamt)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","außerstädtisch Weggezogene (insgesamt)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2009,"03 Maxvorstadt",433.2,5685,4806,4915,5561,48400.3,"außerstädtisch Zugezogene (insgesamt)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","außerstädtisch Weggezogene (insgesamt)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2009,"04 Schwabing - West",339.4,4881,5499,4575,6052,61895.9,"außerstädtisch Zugezogene (insgesamt)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","außerstädtisch Weggezogene (insgesamt)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2009,"05 Au - Haidhausen",343.1,4359,5065,4116,5491,55463.9,"außerstädtisch Zugezogene (insgesamt)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","außerstädtisch Weggezogene (insgesamt)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2009,"06 Sendling",343.9,2869,3548,3026,3654,38089.3,"außerstädtisch Zugezogene (insgesamt)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","außerstädtisch Weggezogene (insgesamt)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2009,"07 Sendling - Westpark",286.8,3194,4304,3166,4243,51974.9,"außerstädtisch Zugezogene (insgesamt)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","außerstädtisch Weggezogene (insgesamt)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2009,"08 Schwanthalerhöhe",375.5,2297,2895,2420,2799,27723.2,"außerstädtisch Zugezogene (insgesamt)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","außerstädtisch Weggezogene (insgesamt)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2009,"09 Neuhausen - Nymphenburg",343.5,7070,8387,6582,7918,87206.6,"außerstädtisch Zugezogene (insgesamt)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","außerstädtisch Weggezogene (insgesamt)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2009,"10 Moosach",303.3,3675,3752,3495,3695,48200.7,"außerstädtisch Zugezogene (insgesamt)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","außerstädtisch Weggezogene (insgesamt)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2009,"11 Milbertshofen - Am Hart",347.1,5416,6300,5176,6614,67726,"außerstädtisch Zugezogene (insgesamt)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","außerstädtisch Weggezogene (insgesamt)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2009,"12 Schwabing - Freimann",356.1,5730,5513,5486,5938,63646.2,"außerstädtisch Zugezogene (insgesamt)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","außerstädtisch Weggezogene (insgesamt)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2009,"13 Bogenhausen",269.4,4775,5373,5068,5438,76669.6,"außerstädtisch Zugezogene (insgesamt)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","außerstädtisch Weggezogene (insgesamt)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2009,"14 Berg am Laim",290.6,2315,3364,2465,3418,39782.7,"außerstädtisch Zugezogene (insgesamt)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","außerstädtisch Weggezogene (insgesamt)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2009,"15 Trudering - Riem",268.7,3579,5230,3586,3682,59836.3,"außerstädtisch Zugezogene (insgesamt)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","außerstädtisch Weggezogene (insgesamt)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2009,"16 Ramersdorf - Perlach",246,5304,7385,5987,6785,103510.5,"außerstädtisch Zugezogene (insgesamt)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","außerstädtisch Weggezogene (insgesamt)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2009,"17 Obergiesing - Fasangarten",377.1,4811,4412,4524,4344,47977.2,"außerstädtisch Zugezogene (insgesamt)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","außerstädtisch Weggezogene (insgesamt)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2009,"18 Untergiesing - Harlaching",332.3,3500,4512,3616,4638,48947.2,"außerstädtisch Zugezogene (insgesamt)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","außerstädtisch Weggezogene (insgesamt)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","mittlere Hauptwohnsitzbevölkerung (insgesamt)"
"Mobilitätsziffer","insgesamt",2009,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",318.5,6575,6579,6541,6535,82362.7,"außerstädtisch Zugezogene (insgesamt)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","außerstädtisch Weggezogene (insgesamt)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (insgesamt)","mittlere Hauptwohnsitzbevölkerung (insgesamt)"
