"Indikator","Ausprägung","Jahr","Raumbezug","Indikatorwert","Basiswert.1","Basiswert.2","Basiswert.3","Basiswert.4","Basiswert.5","Name.Basiswert.1","Name.Basiswert.2","Name.Basiswert.3","Name.Basiswert.4","Name.Basiswert.5"
"Mobilitätsziffer","deutsch",2015,"18 Untergiesing - Harlaching",213.8,1651,2525,1949,2526,40459.1,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2015,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",188.6,2687,4048,3034,3424,69959.3,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2015,"20 Hadern",159.6,1110,1680,1422,1708,37089.6,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2015,"21 Pasing - Obermenzing",181.2,2060,3049,2360,2887,57151.5,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2015,"22 Aubing - Lochhausen - Langwied",163.6,1050,1652,1373,1298,32839.9,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2015,"23 Allach - Untermenzing",161,763,1211,1035,1046,25180.1,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2015,"24 Feldmoching - Hasenbergl",148.6,1104,1951,1330,1839,41891.5,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2015,"25 Laim",208.8,1792,2343,1830,2514,40611.3,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2014,"Stadt München",203.7,47443,63667,48187,63667,1094788.2,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2014,"01 Altstadt - Lehel",262.3,933,1095,798,1224,15438.8,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2014,"02 Ludwigsvorstadt - Isarvorstadt",294.1,2422,2855,2075,3334,36332.3,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2014,"03 Maxvorstadt",297.5,2845,2923,2250,3529,38808,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2014,"04 Schwabing - West",240.7,2763,3549,2414,3790,52001.2,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2014,"05 Au - Haidhausen",231.8,2259,3083,2061,3329,46301.3,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2014,"06 Sendling",225.2,1353,1882,1437,2001,29627.4,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2014,"07 Sendling - Westpark",204.5,1718,2472,1807,2393,41032.9,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2014,"08 Schwanthalerhöhe",243.5,1031,1358,917,1507,19762.4,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2014,"09 Neuhausen - Nymphenburg",215.7,3309,4588,3322,4752,74049.8,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2014,"10 Moosach",178,1400,1924,1419,1836,36963.2,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2014,"11 Milbertshofen - Am Hart",219.2,2218,2571,2172,2995,45410.4,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2014,"12 Schwabing - Freimann",225.4,2723,3102,2501,3398,52017.6,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2014,"13 Bogenhausen",181.7,2575,3509,2663,3138,65414.4,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2014,"14 Berg am Laim",194.1,1156,1823,1314,1672,30724.9,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2014,"15 Trudering - Riem",161.6,1726,2589,2237,2190,54091.5,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2014,"16 Ramersdorf - Perlach",162,2448,3530,2794,3429,75294.3,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2014,"17 Obergiesing - Fasangarten",237.4,1881,2587,1956,2264,36601.6,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2014,"18 Untergiesing - Harlaching",221.2,1841,2621,1839,2673,40569.4,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2014,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",188.7,2736,3983,2962,3415,69385.4,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2014,"20 Hadern",162.9,1309,1735,1352,1675,37262.1,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2014,"21 Pasing - Obermenzing",177.5,2101,2981,2307,2746,57090.1,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2014,"22 Aubing - Lochhausen - Langwied",152.4,1010,1429,1310,1263,32890.7,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2014,"23 Allach - Untermenzing",168.6,748,1404,1020,1069,25153.9,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2014,"24 Feldmoching - Hasenbergl",147.4,1233,1790,1367,1786,41905.1,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2014,"25 Laim",199.9,1699,2284,1889,2256,40659.1,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2013,"Stadt München",212.4,48758,65055,52448,65055,1088919.5,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2013,"01 Altstadt - Lehel",283.7,1085,1069,927,1274,15349.8,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2013,"02 Ludwigsvorstadt - Isarvorstadt",301.6,2490,2854,2175,3383,36149.4,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2013,"03 Maxvorstadt",302.8,2791,2921,2474,3540,38727.2,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2013,"04 Schwabing - West",241.7,2852,3362,2629,3618,51559.7,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2013,"05 Au - Haidhausen",248.3,2383,3201,2446,3396,46012.9,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2013,"06 Sendling",234.9,1381,1931,1547,2075,29524.3,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2013,"07 Sendling - Westpark",209.7,1750,2474,1938,2425,40943.7,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2013,"08 Schwanthalerhöhe",248,948,1404,1011,1505,19628.7,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2013,"09 Neuhausen - Nymphenburg",227.5,3412,4905,3484,4922,73506.7,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2013,"10 Moosach",199.3,1449,2289,1470,2086,36598,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2013,"11 Milbertshofen - Am Hart",219.9,2340,2393,2303,2930,45318.8,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2013,"12 Schwabing - Freimann",226.2,2727,2997,2579,3442,51914.9,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2013,"13 Bogenhausen",191.9,2672,3481,2876,3406,64796.8,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2013,"14 Berg am Laim",199.7,1216,1759,1398,1714,30473.8,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2013,"15 Trudering - Riem",163.3,1678,2707,2278,2128,53817.4,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2013,"16 Ramersdorf - Perlach",167.3,2459,3504,3195,3436,75275.9,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2013,"17 Obergiesing - Fasangarten",247.7,1937,2401,2312,2328,36241.3,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2013,"18 Untergiesing - Harlaching",232.3,1815,2762,2203,2625,40489.9,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",205,2973,4210,3289,3624,68759,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2013,"20 Hadern",172.5,1243,1945,1478,1734,37105.5,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2013,"21 Pasing - Obermenzing",188.7,2170,3209,2600,2714,56677,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2013,"22 Aubing - Lochhausen - Langwied",174.8,1181,1783,1432,1304,32612.2,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2013,"23 Allach - Untermenzing",169.6,800,1299,1053,1099,25064.4,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2013,"24 Feldmoching - Hasenbergl",161.1,1273,2047,1546,1857,41719.6,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2013,"25 Laim",200.5,1728,2148,1783,2490,40652.4,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2012,"Stadt München",217.1,50774,67281,49401,67281,1081036.5,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2012,"01 Altstadt - Lehel",274.9,969,1082,865,1302,15343.3,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2012,"02 Ludwigsvorstadt - Isarvorstadt",309.5,2619,2969,2067,3447,35872.3,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2012,"03 Maxvorstadt",312.9,3003,3089,2253,3651,38342.8,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2012,"04 Schwabing - West",252.1,2938,3652,2408,3891,51122.3,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2012,"05 Au - Haidhausen",258,2501,3570,2252,3363,45287.1,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2012,"06 Sendling",237.4,1392,2026,1431,2142,29451.2,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
"Mobilitätsziffer","deutsch",2012,"07 Sendling - Westpark",214.7,1920,2476,1861,2435,40481.1,"außerstädtisch Zugezogene (deutsch)","innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (deutsch)","außerstädtisch Weggezogene (deutsch)","innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (deutsch)","mittlere Hauptwohnsitzbevölkerung (deutsch)"
